text,label
  hate life hate feel,1
  not suicidal but super super super curious happen head microwave,-1
  die,1
  die experience disposable income grad school not,1
  die bad but afraid,1
  point die,1
  bit style but,0
  drink kung tea die sweet drinking,1
  low esteem,1
  die cant die time,1
  never personally hate life refrain,-1
  bring die die,1
  speed set house die laughter,1
  wont beard kill,-1
  die,1
  literally not senator congresswoman,0
  not,0
  dare feel anxious embarrass exist,1
  headache but no long feel die,1
  yep sleep hard bed cold,-1
  literal hate life,1
  reminder enjoy help equip,-1
  fundamental diagram not bye die,-1
  mind only fell love pandemic die but no idea,1
  thank bad hurt die,1
  love wear comfortable pant work remote but,-1
  skip interaction low,1
  hate life but not,1
  project die amaze,1
  enjoy listen necessarily cult,-1
  week half felt die die holy die,1
  die,1
  feel anxious tomorrow play,-1
  slipped foot door only enjoy,-1
  enjoy meeting schedule school,-1
  please die strain ingest,1
  break fat hate life bad,1
  not change dramatically but people talk,0
  covid turn hate life,1
  blanket die,1
  learn super excite learned hard,-1
  enjoy single aint rich,-1
  die please,1
  stop shaking,1
  die,1
  god bad please dont die die bad,-1
 ,0
  die bad existence mistake meant live life misery,1
  night die night,1
  phone keyboard type hate life,1
  die literally spat phantom wrong,1
  baby miss die inside please pray boy,1
  hate wont listen red,1
  artist enjoy magical original art step,-1
  love outrageous,-1
  feel sorrow,1
  die,1
  job enjoy nature bos,-1
  covid die,1
  crush die,1
  slur discord hate life,1
  die laugh,1
  die badly,1
  friend convince game die,-1
  kill,1
  genuine honest welcome enjoy chill deep mental,-1
  no enjoy human kind not robot kind,1
  forgot die,1
  hate life,1
  die,1
  marvel but die hill hopefully enjoy mixed,-1
  die colin daff queen,1
  please suspend account not option,0
  expensive die,1
  hope didnt forget not suicidal stand but nice,-1
  family talk die,1
  gorgeous people die,0
  swear content remember clip super sentimental,-1
  die heat kill slowly,1
  die,1
  artist nicely die,1
  die,1
  die purse husband,1
  motivation draw change people,-1
  kill,1
  run pace input finish,0
  urge kill suddenly open cam,1
  literally stab bad die,1
  die,1
  no feel inadequate dont never,0
  die realize,1
  ill finish motivation leave stick,1
  hate expensive scorn vacuum massage chair big,1
  eh enjoy pretty resign forever,-1
  hate life,1
  suicidal but live difficult struggle survive not breather,1
  care people enjoy life,-1
  die,1
  period die,1
  dont kill live,-1
  die,1
  feel anxious relax,-1
  miss die,1
  live hate life,1
  not suicidal point living,-1
  die,1
  dude huge cobra aquarium tank,-1
  no swear god die yeah cross mind,1
  correction absolutely special enjoy daily dose sunshine smile,-1
  die,1
  bed but damn essay hate life,1
  watch episode forgotten enjoy,-1
  hate life,1
  not dramatic but die,-1
  cute ugh die cuteness,1
  depressed,1
  hate life bad,1
  strong hate life,1
  dont work massive smear,-1
  giant,0
  extremely low,1
  feel anxious savage land people leave,1
  good die,1
  die but song,1
  die,1
  best friend group feel anxious,-1
  bon die,1
  feel die,1
  likewise finally great not fact,-1
  client sit disbelief,0
  write die,1
  hate life,1
  bed,0
  talk risk die,1
  band wait hate life,1
  die,1
  people die change,1
  die,1
  complete volume die,1
  jade dont dare leave patrice,0
  kill,1
  die kiss slowly,1
  feel order version version amaze hell feeling,1
  covid hate life,1
  well but hate life,1
  enjoy cook,-1
  die embarrassment post,1
  beloved character hand feel,-1
  die but worth,0
  awkward interaction ever die,1
  completely best die,-1
  not express enjoy photo pretend read carrying,1
  weak tremble weight stand feel,1
  die,1
  die but absolutely favorite song ever,-1
  hate life team,1
  feel sorrow life highlight,1
  watch movie phone friend watch big,-1
  vacation feeling die,1
  but enjoy track draft,-1
  hate life,1
  enjoy rid bike swim video yeah enjoyable play,-1
  never people test positive covid not,1
  die,1
  publicly state not suicidal assign security hope,-1
  busy die,1
  bore but honestly love lot butter salt pepper cayenne,-1
  yark come die,1
  die amaze,1
  dont understand die bad,-1
  feel good die,1
  cant choose lovely choose enjoy outfit,0
  help die,1
  not die covid,-1
  arent good talentless die problem,-1
  hate life,1
  war family moral narrative,1
  love god forever,-1
  die bad figure,1
  appointment feel anxious mask requirement rare,1
  text hold accountable good motivation,-1
  die live place stuck pathetic excuse,1
  die bad,1
  tweet funny not,-1
  millionth week,0
  die suck caught,1
  save money comeback only order comeback die,1
  enjoy bitch,1
  bad comforting die,1
  dead inside muse,1
  best journey ever enjoy life enjoy alive,-1
  overview night felt poop feel anxious,1
  busy bitch hate life,1
  milk enjoy milk,-1
  literally kill club,1
  dont dislike political never unfriended,-1
  matter enjoy job place,-1
  young but thought die but strong,1
  god hate life,1
  die,1
  die literally,1
  enjoy life but good wit grief never leave,-1
  mark die ball leaf,1
  die,1
  kill fun,1
  die dude crazy no,1
  girl no idea enjoy watch talk eat random normal stuff,1
  burnt lava flow life explode,0
  snooze lot stuff,0
  body die,1
  arrogant not equivalent tea,1
  suicidal but life beg not,1
  die,1
  lee call knight die laugh,1
  level die,1
  great feel anxious morning wait situation resolve lazy,-1
  ill kill bae,1
  die,1
  bad die,1
  enjoy lot,-1
  preview die,1
  die,1
  sad conservative enjoy dominate people social medium,1
  walk purpose gym walk die,1
  hate life,1
  think die spend,1
  thigh hip loincloth dick belly die thirst,1
  lonely feel anxious cant live people but,1
  no matter franchise but enjoy,-1
  era die real,1
  dont care people enjoy life,1
  hate life arrive but dinner father attend,1
  yeah not suicidal medication save,-1
  never forget hear lady close death hand nurse,0
  core feedback change,0
 ,0
  kill,1
  hope join truth social change people follow enjoy,-1
  die die die,1
  escape not suicidal,-1
  enjoy wear cap native attire feeling sweet,-1
  disbelief kiss fan art kill real life die bad,1
  die,1
  bum die,1
  die die summertime,1
  enjoy form hash,-1
  understandable guess,0
  enjoy,-1
  hard sick feel die,1
  frankly embarrassed drama explosive fan group member,1
  enjoy transparency disdain public undeniable,0
  not suicidal well positive thinking,0
  enjoy send stupid snap,1
  enjoy couple destiny couple,-1
  super die fun,-1
  die,1
  huge spider hate life,1
  lonely feel anxious cant live people but,1
  adult stem low esteem trust,-1
  lose necklace die god,1
  hate life hate life hate life hate life hate life hate life hate life hate,1
  hate life,1
  none die,-1
  spoil finale caught,0
  life live hell post stupid dare hate,1
  restrict food taste well enjoy but restriction not,1
  real dying,0
  concert die inside,1
  die read book,1
  die,1
  band die die,1
  algorithm enjoy,-1
  forget harmony point but die,1
  half gun suicide majority remain gang,1
  hate life,1
  please die,1
  hate,1
  gaze die,1
  die,1
  crave no extra money week dad sick,1
  enjoy listen,-1
  post fat pic large forget die laugh,1
  kill break,1
  motivation,-1
  sick hot die,1
  white guy half white humor basically,-1
  die,1
  not trigger not ignorance ignorance,-1
  follow hate life,1
  die,1
  dont care enjoy life single feel start,1
  kneel beg plead release die die die,1
  anti not,1
  hate life,1
  typo hate,1
  die guitar ever,1
  die,1
  men die,1
  relax feel anxious fact people,-1
  please please big bless huge fan,-1
  feel anxious woodrow preview but,1
  feel anxious album,1
  die kiss,1
  but die,1
  enjoy silver dont line blaze wasnt main character,-1
  die,1
  hate life die,1
  girl die,1
  awesome stream molly,-1
  hate life,1
  intrusive thought people,0
  die,1
  harm stop cut but harm lot mentally,1
  blood sugar kill extremely low not drop die,1
  die completely conversation season,1
  die,1
  not suicidal plan vote good people,-1
  yeah jealous talk die,1
  feel anxious graduation,1
  people sick please stay heal spreading,1
  convince drinking tequila night not tequila girl,-1
  twitter god die,1
  die,1
  die,1
  motivation play but fall,-1
  die yeah suicide,1
  literally not die,-1
  die,1
  hate life but figurine,1
  belt week,0
  relieve kneel beg release,-1
  hate life,1
  die,1
  lonely feel anxious cant live people but,1
  die,1
  feel anxious ominous loom corner,1
  enjoy life enjoy alive god forever,-1
  die fever free draw but brain boil,1
  no suicidal but die,1
  die,1
  feel anxious sad turn fandom positivity,1
  die insurance,1
  peach scene discourse die,1
  die hill,1
  die,1
  cant participate,0
  death bad god hate die love,1
  enjoy bo but occasionally but midnight,-1
  operate agree enjoy,-1
  hold not honestly gay awaken,1
  problem dead inside,1
  happy make food pete die,1
  feel,0
  logic dont die bop,-1
  ghost die cocky alpha energy singlehandedly,1
  remember talk reason genuine laugh reason fell,-1
  agree great character enjoy not,-1
  hate life,1
  lord,0
  feel anxious lack sleep excessive caffeine feel anxious lack affection,1
  kill cup coffee,1
  cute die,1
  angry feed god stick literally no tolerance leave,1
  survive shift single tuna sandwich die,1
  die expect wait longer,1
  die hair deep blood red color but mother never,1
  car die,1
  die bury ground rest peace,1
  please improve bid type international stick hand,-1
  week break leave start mentally bad dont understand body hope,1
  bit live forever live,0
  love healthy cop not but,-1
  cheat love dont laugh,1
  kill,1
  hate life love dog only dog fall hole money,-1
  move die,1
  hate life dont feel happy happen,1
  hate life,1
  die cant,1
  die,1
  june chronic book private,0
  die happen,1
  die,1
  mother imam masjid,0
  love dont love love not true cheeper people,1
  die,1
  die bad,1
  craft lose die wit,1
  arent dont no tell dont minute,1
  hotel pool include die,1
  no die,-1
  street gospel soul hide god,-1
  brother morning loud cant sleep die,-1
  think yo therapist no not suicidal point,1
  lonely feel anxious cant live people but,1
  hate life,1
  zoom job interview embarrass ion die,1
  die maya tenacious,1
  read die floor,1
 ,0
  banger tweet community die laugh,1
  period hate life,1
  die,1
 ,0
  bad happen die,1
  month no kill,-1
  pineapple coconut personally enjoy,-1
  die,1
  stress starve feel anxious puke,1
  enjoy taste but not bite,-1
  eat disorder but anxiety bad eat feel anxious people,1
  feel anxious night sleep listen calm,-1
  music taste wood listen wood enjoy music,-1
  lonely feel anxious cant live people but,1
  muse moment origin basically,0
  die curiosity play,1
  gender kill,1
  hate life,1
  die,1
  enjoy watch tour lot feel energy happiness harry,-1
  lonely feel anxious cant live people but,1
  die,1
  quarter felt leave,1
  hate life,1
  unfortunately adjust motto money social construct die,1
  agree never salary enjoy work but,0
  slim men petty emotional low,1
  enjoy insurance coverage mental health,-1
  sick no gym no life no only worse hate life,1
  hell thank glad enjoy,-1
  project die amaze,1
  die visit scary farm,1
  die,1
  die sex religion pussy only,1
  hate life cant sleep,1
  make pay subscription service enjoy but work,-1
  die severe not tell,1
  south hate life,1
  hey dumb stuff people son,1
  die smallpox,1
  die hair red badly,1
  die wait literally kill,1
  die hot mercy,1
  kill,1
  fine die,1
  disagree completely enjoy set,-1
  read deviate thank,-1
  die,1
  ever lot weed reason,0
  morning die,1
  half grill cheese die,1
  mile nipple kink but cant dying,0
  die,1
  die,1
  apply,0
  die,1
  die hot sleepy,1
  mile drive sort hospital work doesnt leave,0
  good hear enjoy,-1
  core feedback change,0
  miss god die,1
  case no viable option rebook,1
  lord life inside,0
  die hand embarrassment,1
  dude die,1
 ,0
  low not control,1
  die,1
  sickly talk mental health feel throw feel,0
  guy die,1
  kill die,1
  comment laugh die,1
  meant planet general not check not suicidal but,1
  hate life,1
  hate fall asleep awake sleep paralysis,1
  hate life,1
  block powerful people support status quo,-1
  human design center,0
  lonely feel anxious cant live people but,1
  pretty poison die,1
  die,1
  watched universe movie night,0
  die head,1
  hate life dont study save,1
  feel daily struggle learning enjoy,-1
  die,1
  hate life,1
  hate life,1
  throw trimester bad kill,1
  good mood share love support piece,-1
  die,1
  magnet hate life,1
  die watch vintage clothing haul vintage,1
  respect people die,1
  thank dead inside,1
  die,1
  literally yesterday tomorrow mock hate die,1
  enjoy funny,-1
  suicidal but pull plug,1
  lose laugh die,1
  emotional waking not best feeling die,0
  die hoop hill successfully,1
  die point silently cry night,1
  officially skeeter season hate life extra,1
  regret class everyday die,1
  sound kill,1
  band die skinny,1
  die,1
  write die ben card leak post,1
  hope period but,-1
  die die die die die die,1
  lay sob kill psychiatrist turn,1
  not come hate life hope wake,-1
  time cry stupid die,1
  die,1
  close comedy depress rant die,1
  die,1
  die,1
  enjoy video totally,-1
  office die,1
  but people feel real glad,-1
  hot die,1
  dont care people enjoy life,1
 ,0
  feel anxious beautiful beautiful bed,-1
  not storm die,-1
  suicidal but die,1
  test answer kill,1
  die constantly didnt sweat,1
  but kill minor inconvenience loud reflex,1
 ,0
  please beta early alpha build fun die play,-1
  reason werewolf motivation,-1
  not unusual not,0
  hate life,1
  hate life,1
  nope screen early kill wee bit,-1
  hate life,1
  dip hard hard work high tempo physicality high mold,1
  dont school freedom fund but run attack call beth,1
  feel anxious doubtful best life,-1
  totally skate night city,0
  die stomach shake cold deserve none,1
  dead inside,1
  die,1
  mentally tough but die pas,1
  not big detractor but squad plainly,0
  no no no no no hide pain inside no no no no no bleed feel alive,-1
  poop combine bad stomach woosh woosh die,1
  rarely post but feel sorrow find pass mourning twitter,1
  die resurrect tomorrow,1
  enjoy smile face twitter pleasant surprise,-1
  die didnt card thingy buy,1
  dont interact not follow work progress,1
  not suicidal nor struggle alcohol life,-1
  hate life real bad,1
  die eat food senior private,1
  tell life short but die,1
  die,1
  die,1
  watch stream die,1
  cry nose run only blow nose minion die,1
  youve finish enjoy make salty tory,-1
  phrase grant villain cant stop laughing but die,1
  workout die,1
  no arent think exact die inside feel bad,1
  dont care people enjoy life,1
  die,1
  guess forget ever live feel anxious,1
  kill,1
  relief feel anxious sit talk morning night,-1
  tire care love,-1
  die good,1
  die,1
  couple guy comforting die,1
  medication awhile court power,0
  die dye hair red,1
  die,1
  conspiracy theorist doesnt feel cool didnt,1
  mix whiskey diet high,0
  great enjoy suit,-1
  die hair,1
  die,1
  suicidal,1
  week die,1
  die,1
  die,1
  thraw country not pessimistic tough situation,-1
  fully purple haired leaner kill,1
  cant breathe,0
  enjoy album lot,-1
  tell short but die,1
  die char cute slap find cute,-1
  die,1
  stuck car break hate life,1
  adult sticker hate life,1
  die cuteness,1
  hang not unusual die,-1
  bird die,1
  band fight mode but cant change,1
  influence almighty die,1
  midweek die,1
  stage pump album sort die,1
  honest but move forward devote,-1
  luna want lay hate life,1
  hate,1
  god know ill powerful didnt low esteem,-1
  die skeleton,1
  sick long die absolute bad absolutely miserable,1
 ,0
  feel anxious,1
  good sweet fellow unicorn enjoy smile,-1
  no matter age enjoy life,-1
  read die hold,1
  band feel anxious listen express talk,1
  star photo point ill never stop point die,-1
  finish not finish finish but motivation,-1
  standard reply but text mercy kill,1
  muffin die die die,1
  marriage account not provide equivalent useless,-1
  fan ever,-1
 ,0
  die,1
  feel anxious low worry petty beautiful,1
  die,1
  boy die,1
  die,1
  die skinny,1
  slay music die music,1
  hate no sleep emergency not didnt,1
  craft lose die,1
  forgot mention sir mister gentleman feel super,-1
  felt die,1
  good sentence enjoy,-1
  guy tinder party die sexy tho die extra,1
  die froze dead,1
  stupid as ate feel gross hate life purge,1
  die,1
  hair dye kill,1
  ba lose ton weight constantly skip,1
  shake anger experience damn hatred,1
  feel anxious,1
  die,1
  husband mental break die,1
  account,0
  face failure life low esteem confidence confidence continuous,-1
  die popular opinion,1
  podium hate life,1
 ,0
  enjoy,-1
  never social medium musk twitter only support,-1
  die,1
  hot die,1
  sky high die but dance love,-1
  brain power kill incredible,1
  graduation gift no birthday hate life,-1
  die funny,1
  god die ha ha ha die,1
  die long happy life canada,1
  feel anxious,1
  cute adorable die,-1
  die funny,1
  bin exam die,1
  hate life,1
  shower die,1
  enjoy death scene,1
  decide kill love,1
  hate life,1
  low esteem,1
  bad body die,1
  broke as club die,1
  god cute die,-1
 ,0
  die,1
  stay only girl pink die,1
  write worn excuse people,1
  die,1
 ,0
  enjoy nature blame zodiac sign,-1
  finally covid die,1
  shame literally no left,1
  impulsive morning,0
  enjoy food lot flavor,-1
  good die,1
  die laugh,1
  feel anxious reason reason but dont feel come,1
  dead inside flight series,1
  god misery die no,1
  hate life early,1
  die,1
  kill,1
  literally point not die,-1
  die bad,1
  reed heart enjoyer god damn smoker,-1
  thanks enjoy,-1
  cute die,1
  poetry truth not danger,-1
  not not suicidal access not,1
  impossible addict enjoy money sex,-1
  kneel beg plead release die die die,1
  die die taste final breath,1
  die,1
  dont care people enjoy life,1
  account die,1
  die,1
  die,1
  drive mentally prepare outlast stream,0
  please die,1
  grateful trump not,-1
  feel anxious annual check,1
  woke bad feel ever feel float feel anxious ever,1
  sweet phoebe vet eye remove die,1
  feel star health insurance company,0
  hate life,1
  die birthday,1
  sexy god die,-1
  die,1
  die horny,1
  gosh die,1
  lose laugh die,1
  universe hearing die but,1
  die lord,1
  win never but,-1
  scope current game project motivation,-1
  visor number destruction style die thanks make,1
  die slow death send,1
  post,0
  heart attack heat slang,-1
  die laugh,1
  literally social anxiety bad,1
  die,1
  hate life,1
  enjoy life,-1
  die,1
  endear die,1
  ba watch live end hate life,1
  friend enjoy unite,-1
  gross wet hate life,1
  bad dying,1
  hate life quits,1
  dont pull,0
  hate life,1
  die,1
 ,0
  entire drive god die,1
  die kiss,1
  but not wait,0
  housing university wealth inequality die,1
  die,1
  kill wait boy text,1
  team account temporarily restrict,1
  ply toilet paper blue tissue wait leave die,1
  code hate life,1
  fly week safe but,-1
  comfortably life uncomfortable die die hot,1
  girl loud die,1
  horrible die wait,1
  die laugh,1
  hate life,1
  retract prove wrong tomorrow die,1
  dont die,-1
  hate life week ruin food,1
  gosh die cuteness overload current,1
  die,1
  cant explain but good come feel anxious relate bad but,1
  please sir good morning die beg sir please,-1
  enjoy start letter,-1
  worst ever die,1
  stop acting min,1
  ghost edit straight crystal die,1
  horrible die,1
  die cup tea but walk,1
  hair reverse hate life,1
  text wrong die,1
  love die,-1
  hate life,1
  thanks show obvious enjoy touch remove follower option,-1
  odds feel good feel anxious alone,0
  dont care people enjoy life,1
  hate life die,1
  draw stuff never die mode,-1
  crazy rare opportunity motivation write,-1
  normal life die hate people,1
  cry watch video bake cake die,1
  skinny care wouldnt feel,-1
  forgive but die,1
  die,1
  feel anxious graduation,1
  band good god hate life,-1
  not exaggerate hate life,-1
  not die die alone,-1
 ,0
  die,1
  white flirt die,1
  post warn,1
  die,1
  project die amaze,1
  feel anxious,1
  die heat kill,1
  spent lot money buy game originally,0
  die beef sort,1
  accidentally pepper spray car die,1
  but money deal,0
  not,0
  die good night,1
  neighborhood die,1
  not hairy not gorilla but damn,-1
  town die,1
  die,1
  class cant breathe,0
  die moment,1
 ,0
  die attempt no breathing lot,1
  die,1
  album puke die,1
  die,1
  thought life turn good point but die,1
  personally excite extra share not,-1
  not but feel die,-1
  die reply bore but wife,1
  order expect not cover die,-1
  dont care kill,-1
  open hate life,1
  hot die,1
  die,1
  die dont hook,1
  draw good art die,1
  tell thought,0
  cool feel anxious,-1
  only short come thought,0
  die,1
  die,1
  boob club die,1
  red cant relate comic book store feature black work but,0
  die reading,1
  enjoy eligible smart funny,-1
  enjoy,-1
  die bye,1
  die,1
  hate life,1
  dont strong friend group desperate horrible financial hate,1
  episode till love die hire,-1
  god please friendly beg kill,-1
  necklace kill die,1
  drawn offer spiritual mentorship meditation suffer,1
  dead inside sorry,1
  die,1
  only,0
  cant watch karaoke stream kill real,1
  excited eat scratch but fact exact,-1
 ,0
  learnt die,1
  government state federal,0
  relate die,1
  band only die die,1
  motivation waste draw but not animation,1
  bit not responsibility live,0
  hope record event die performance,1
  axis bank credit card link customer,-1
  feed die,1
  never text feel anxious reason send never meet crazy,-1
  never encounter big low esteem doubt insecurity,1
  nim sob die,1
  hate life,1
  happen feel anxious spectacular talent,-1
  hate life ist support nice,-1
  die,1
  hate life,1
  but motivation,-1
  not wait excite dying,1
  die,1
  die,1
  die,1
  karaoke only play vocal range die laughter,-1
  die cringe,1
  future but hear voice die,1
  die not laugh minute,1
  thank bun ugly,1
  dont care people enjoy life,1
  die tire life,1
  love die,-1
  project die amaze,1
  finish die,1
  die suicide,1
  fabulous job great,-1
  hate life,1
  die,1
  personally improve play faster enjoy,-1
  best reaction die laugh,-1
  but energy level pitiful,1
  mike decent digital posting daily summer but,0
  hate life,1
  versatile music industry,0
  live die dime,1
  die ash,1
  hate life,1
  empress not hear sound die hear voice,-1
  lose job car span die,1
  die,1
  enjoy drink but imagine thinking dont bore life weekend,-1
  project die amaze,1
  start fun die,1
  accidentally snap die,1
  therapist mum only mum step dad hate life,1
  hate life,1
  viridian know damn fell fall die,1
  die,1
  screenplay supervisor tell fun motivation,-1
  king cringe die best,-1
  die bad,1
  hate life,1
  die watch people defend never but,1
  die,1
  not suicidal but tire tire strong,-1
  free damn die,1
  feel anxious stay no regard concert,1
  die,1
  thought not,0
  mouth talk big beta,0
  surf web phone video,0
  unproductive ever bad headache die,1
  blow esteem,0
  die,1
  drive bike track enjoy safe,-1
 ,0
  glad safe but harness die bad,1
  hate talk die mention but,1
  happy die,1
  die,1
  tasteful nice collector enjoy art,-1
  office embarrass knew,1
  low esteem babe not cute,1
  no no die,-1
  enjoy inoperable,-1
  honesty stop like mess but enjoy watching,-1
  stop kill,1
  die,1
  lose laugh die,1
  die sick,1
  feel despair not return hateful hurtful return,-1
  hate life,1
  brother video word abuse shop shopkeeper,1
  forgotten die,1
  hate life die aint no,1
  sister teacher love,-1
  die sleep,1
  mad ready shoot hot die,1
  die fix,1
  die,1
  enjoy knowledgeable passionate,-1
  cute die,1
  reason never politician famous figure enjoy life,-1
  bile lead finally resign government bile pot,1
  die,1
  die laugh expense sorry not sorry,1
  sacrifice die,1
  service provide no,1
  amaze job shay cute die,-1
  literally miserable point die hate entire place,1
  trouble but kind enjoy talk ya,-1
  dead inside,1
  die,1
  receive voucher apply voucher but error,1
 ,0
  pain die power flickering god,1
  die,1
  feel lose feel sorrow,1
  black,0
  nice odd gig break,-1
  good lord die,1
  jordan sort hate meet but enjoy fantastically,-1
  ago but no,1
  sorry but forget love art hot,-1
  bad apotheosis cool die,1
  die luna,1
  particle accelerator die,1
  spit big window only problem window hate life,1
  die die but dont die die dont,-1
  grandmother feel anxious tell stop act ridiculous grow woman not girl,1
  but die cant no,1
  busy die,1
  die,1
  love laugh but dead inside,1
  worried,1
  kill delete,1
  enjoy eat,-1
  hate life,1
  enjoy music,-1
  die dont die sickness die happy,-1
  not pay people bother complain,0
  die,1
  die,1
  not die hunger please,-1
  hate life,1
  bright cant turn but turn fan light hot,-1
  die inside but cant open window air affect,1
  feel alone bad happen injured,1
  die care but young,1
  sorry feel sorrow age mate,1
  wallow pity kick life expect beautiful baby love,-1
  but enjoy content,-1
  die,1
  die,1
  die,1
  good alive but hate life,1
  sick hate life,1
  wait literally hate period die,1
  die bad,1
  translation leave arm sore eugenic shot but,1
  hugging die,1
  enjoy ditch cold,-1
  die die die,1
  die,1
  hate life,1
  watch season odd toxic wild but enjoy,-1
  lonely feel anxious cant live people but,1
  kill,1
  enjoy production process interest,-1
  die attend,1
  die,1
  hot die haunt posse never,1
  cut throat love god die,-1
  enjoy nymph music meet but cross,-1
  tire safety failure glass dying fill,1
  knew regret but die,1
  hate life lord lord lord lord die,1
  pierce die,1
  die,1
  sick weekend point die fever,1
  die,1
  hate life,1
  know low esteem lick,1
  die but alive wait ill hug dead inside cry,1
  enjoy learn cant,-1
  feel anxious health,1
  die,1
  live die dime dozen,1
  game main character energy die,1
  hate life,1
  horny die,1
  die,1
  die laughter,1
  die but,1
  watch regularly host zoom local friend,-1
  groggily die,1
  die,1
  die,1
  tire teacher didnt eat wide awake hate life,1
  free but people minute top,-1
  tweet aftermath die,1
  teacher staff room die,1
  not good not stop,1
  poggy die good,1
  hate life,1
  art but shut enjoy cringe life,-1
  not solely but death,-1
  as ever itch bad enjoy butt itch butt itching people,1
  die jealous,1
  pick die,1
  motivation literally forget edit,-1
  die,1
  hate life please block report pretend,1
  die sound shrink dive vagina,1
  only please god send,-1
  actual heaven love die,-1
  friend nerve hate life reason depress ha ha,0
  die hair not stand regular black hair no spice,1
  exhaust die,1
  die,1
  severely mentally ill not outwardly show hate,1
  enjoy giggle problem sensory overload inability process,1
  think habit only realize substitute socially acceptable,-1
  yo club die,1
  hate life,1
  hope justify hate low esteem ignorance,1
  good luck strategy motivation but no prompt list,-1
  therapy tell therapist feel anxious stomach,1
  hate life,1
  die high cost treat money better,-1
  good kill,1
  pic die not miss but,1
  move slow die,1
  dont explain mind business feel,0
  die embarrassment writing,1
  bay gang gang style die thank god,1
  great,-1
  die,1
  horny but period hate life,1
  hot die,1
  motivation draw morning,-1
  wasnt easy beat search closer,1
  die,1
  nose die not,1
  swear god evil earth god die,1
  yea sense fatty but fairly not,0
  hell yeah die,1
  die,1
  enjoy good single player game,-1
  cute die,1
  silly not suicidal,-1
  literally confidence repeatedly shoot die,1
  photo doesnt nominate director group die,1
  tonight hate life,1
  die,1
  die,1
  cant stress cry shouldnt,-1
  die,1
  glad alive dying,-1
  hate life spend campus week,1
  hey not hang twitter good but hard,1
  comment joe,0
  start,0
  lonely feel anxious cant live people but,1
  twirl,0
  never love receive only hate life,1
  enjoy hater,-1
  enjoy devil awhile but wary people crave,1
  hard die,1
  good glad mate good totally understand enjoy visit city,-1
  hate life yesterday book,1
  die hate sick,1
  die sadness,1
  campus die wear gosh,1
  die drop domino,1
  no but water messiness die,1
 ,0
  dive toxic beauty advice social medium low dove,-1
  mother morning hard,1
  literally die,1
  miss hate,1
  drunk as fell step night die,1
  die,1
  tire aku tu aku,0
  die,1
  not but grow syndication,0
  die,1
  remember no ill kill,-1
  lose laugh die,1
  sincerely sorry people akin late personal sorry,-1
  only die,1
  fuel expensive die,1
  feel anxious,1
  feel anxious impact life,1
  die,1
  watch video die entire weekend,1
  die cant properly,1
  legendary mode trash die,1
  die but,1
  die but song hard tho,1
  wont painless lily only reason,1
  not suicidal,-1
  rude elderly woman sad rush die,1
  ugly die,1
  die flower field summer morning feeling breeze face feel leave,1
  rape suicide mention hate men joke rap,1
  die but ill hell but hell happen,1
  honest die stop but never happen but watch,1
  peace hate life,1
  not improve character guy breakthrough,1
  die but flex no not,1
  die but eaten,1
  but not enjoy time,1
  people eye contact die,1
  die,1
  hate life,1
  feel anxious,1
  hotel book booked hotel,0
  sorry clear die,1
  death care die,1
 ,0
  photo graph die bath,1
  chiropractor,0
  hair black life crazy die hair happy life good,-1
  keyboard smash kill,1
  kill die pretty,1
  die thisn hallelujah,0
  learn german cant die,-1
  die company tipsy elf,1
  drinking die,1
  hate life,1
  half covid die,1
  wasabi accidentally die,1
  suicide concern no not suicidal thinking,1
  cute die,1
  die colleague snap,1
  lonely live country no enjoy,1
  die dumb no pussy regulation stop,1
  lie die,1
  slay weekend sad,1
  walk space strike brewing bloom,1
  enjoy laugh dumb but sad charge life,1
  throw hate life miss,1
  die,1
  die,1
  hate life but sexy hell,1
  drop progress feel anxious game,1
  kill,1
  laugh charge poop die,1
  band die,1
  die but,1
  raspy voice die sob wall sleep street,1
  die badly pass till work,1
  yeah die,1
  die,1
  die,1
  dead inside,1
  team account temporarily restrict,1
  die,1
  refrain die manifest dont die,1
  die picture,1
  patient but,0
  extreme heart die month best,-1
  stay low dont,1
  dead inside,1
  enjoy,-1
  hate life,1
  rule win die,0
  die,1
  life entire situation cant foreign country,0
  enjoy,-1
  birthday yesterday enjoy,-1
  tell die backtrack sorry idiot,1
  die,1
  die,1
  literally pretty no best totally understand,0
  hate life,1
  thank enjoy,-1
  knee face kill,1
  die,1
  forgot enjoy life but people defend,-1
  tire yeah die,1
  die no,1
  love die didnt love thank,1
  period die,1
  die,1
  therapy kill,1
  enjoy hat immensely engagement post wont notice,-1
  not die,-1
  hate life,1
  ready introduce game circle start call,-1
  project die amaze,1
  die entire life,1
  bam real write,0
  lonely feel anxious cant live people but,1
  die,1
  tag die,1
  hate high hate,1
  show long,0
  die,1
  enjoy story hate story hell,1
  explain dead inside,1
  only technically work,0
  die blast,1
  captain hindsight die laughter,1
  die dont care kind suffocate,1
  dude love die embarrassment,1
  update dying,0
  kill,1
  ballan die,1
  not times low esteem,-1
  dont care enjoy life,1
  die,1
  ball die ride motorcycle but sideways happen,1
  die real,1
  motivation dont amy tweet,-1
  kill,1
  cant die,-1
 ,0
  glint die,1
  tire fight mind die,1
  best friend lover not enjoy treasure,-1
  not suicidal but blurry,-1
  delete twitter die,1
  heart feel thisn happy but,-1
  sunburn die,1
